21.008971, 105.832726	bun-vi%cc%a3t-ngan-cha%cc%a3t-co-thu%cc%89y-ngo-4-dang-van-ngu								bun-vi%cc%a3t-ngan-cha%cc%a3t-co-thu%cc%89y-ngo-4-dang-van-ngu,21.008971, 105.832726													
21.037645, 105.783346	nhung-quan-bun-pho-ngon-bo%cc%89-re%cc%89-khu-xuan-thuy-cau-giay								nhung-quan-bun-pho-ngon-bo%cc%89-re%cc%89-khu-xuan-thuy-cau-giay,21.037645, 105.783346													
21.008803, 105.850008	tong-hop-nhung-quan-bun-bo-hue-ngon-nhat-ha-noi								tong-hop-nhung-quan-bun-bo-hue-ngon-nhat-ha-noi,21.008803, 105.850008													
21.030091, 105.819863	bo-tui-mot-vai-dia-diem-an-bun-thai-hai-san-ngon-tai-ha-noi								bo-tui-mot-vai-dia-diem-an-bun-thai-hai-san-ngon-tai-ha-noi,21.030091, 105.819863													
21.025774, 105.852121	bun-dau-nha-ham-29-ngo-29-hang-khay								bun-dau-nha-ham-29-ngo-29-hang-khay,21.025774, 105.852121													
20.999771, 105.850463	bun-bung-383-bach-mai-hai-ba-trungha-noi								bun-bung-383-bach-mai-hai-ba-trungha-noi,20.999771, 105.850463													
21.005829, 105.831977	bun-bo-hue-o-hoa-102-dong-tac								bun-bo-hue-o-hoa-102-dong-tac,21.005829, 105.831977													
21.037410, 105.814279	soc-thit-bun-tron-ngan-vit-ga-cho-cong-vi								soc-thit-bun-tron-ngan-vit-ga-cho-cong-vi,21.037410, 105.814279													
21.027051, 105.825712	bun-ca-cham-goc-da-33-vu-thanh-dong-da								bun-ca-cham-goc-da-33-vu-thanh-dong-da,21.027051, 105.825712													
21.028452, 105.842383	quan-an-vat-so-1-dinh-ngang								quan-an-vat-so-1-dinh-ngang,21.028452, 105.842383													
21.031753, 105.815315	marukame-udontempura-ngon-quen-loi-ve								marukame-udontempura-ngon-quen-loi-ve,21.031753, 105.815315													
20.982087, 105.787589	co-giang-quan								co-giang-quan,20.982087, 105.787589													
21.033643, 105.847072	banh-chuoi-so-1-hang-dieu								banh-chuoi-so-1-hang-dieu,21.033643, 105.847072													
21.047639, 105.790028	xoi-lan-tuoi-tho-cua-8x-9x-ha-thanh								xoi-lan-tuoi-tho-cua-8x-9x-ha-thanh,21.047639, 105.790028													
21.004604, 105.832869	banh-ran-lan-pham-ngoc-thach								banh-ran-lan-pham-ngoc-thach,21.004604, 105.832869													
21.001810, 105.844978	foodtour-khu-bach-kinh-xay								foodtour-khu-bach-kinh-xay,21.001810, 105.844978													
21.046264, 105.842702	com-chay-gieo-duyen-10k-so-8-chau-long								com-chay-gieo-duyen-10k-so-8-chau-long,21.046264, 105.842702													
