69;,;"""banh-tart-trung-ngon-nhu-kfc-ma-gia-bang-1-4""";banh-tart-trung-ngon-nhu-kfc-ma-gia-bang-1-4;;;;;;;;no loc;70;,;0.000000, 0.000000;banh-sua-chua-ong-gia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;,;"""banh-sua-chua-ong-gia""";banh-sua-chua-ong-gia;;;;;;;;;71;,;21.053843011217914, 105.80905781137004;banh-ran-man-vong-thi-ngo-242-lac-long-quan-tay-ho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;,;"""banh-ran-man-vong-thi-ngo-242-lac-long-quan-tay-ho""";banh-ran-man-vong-thi-ngo-242-lac-long-quan-tay-ho;;;;;;;;no text;72;,;;them-vai-dia-diem-hap-dan-cho-cac-tin-do-nha-xoi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;,;"""them-vai-dia-diem-hap-dan-cho-cac-tin-do-nha-xoi""";them-vai-dia-diem-hap-dan-cho-cac-tin-do-nha-xoi;;;;;;;;;73;,;21.042145999396396, 105.84777345554828;banh-cuon-ba-xuan-16-doc-hoe-nhai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;,;"""banh-cuon-ba-xuan-16-doc-hoe-nhai""";banh-cuon-ba-xuan-16-doc-hoe-nhai;;;;;;;;;74;,;21.0123562168168, 105.81340159787673;bun-cha-vien-ngon-quen-sau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;,;"""bun-cha-vien-ngon-quen-sau""";bun-cha-vien-ngon-quen-sau;;;;;;;;75(noimg);75;,;20.995615002546792, 105.8603375402052;banh-duc-nong-ngon-bo-re-296-minh-khai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;,;"""banh-duc-nong-ngon-bo-re-296-minh-khai""";banh-duc-nong-ngon-bo-re-296-minh-khai;;;;;;;;;76;,;21.016662980238273, 105.78427565739784;vua-an-steak-than-thanh-vua-ngam-thanh-pho-ve-dem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;,;"""vua-an-steak-than-thanh-vua-ngam-thanh-pho-ve-dem""";vua-an-steak-than-thanh-vua-ngam-thanh-pho-ve-dem;21.016816, 105.783628;;;;;;;;77;,;21.016719531338904, 105.7957581978767;lau-nuong-ngo-100-trung-kinh-ngon-bo-re;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;,;"""lau-nuong-ngo-100-trung-kinh-ngon-bo-re""";lau-nuong-ngo-100-trung-kinh-ngon-bo-re;21.016688, 105.795750;;;;;;;;78;,;21.016719531338918, 105.7957581978767;khen-nuc-no-quan-nuoc-via-he-cuoi-ngo-100-trung-kinh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;,;"""khen-nuc-no-quan-nuoc-via-he-cuoi-ngo-100-trung-kinh""";khen-nuc-no-quan-nuoc-via-he-cuoi-ngo-100-trung-kinh;21.016688, 105.795750;;;;;;;;79;,;21.028101943385405, 105.83943054020547;king-bingsu-59-nguyen-khuyen-nong-40-do-thi-phe-te-nguoi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;,;"""king-bingsu-59-nguyen-khuyen-nong-40-do-thi-phe-te-nguoi""";king-bingsu-59-nguyen-khuyen-nong-40-do-thi-phe-te-nguoi;21.028084, 105.839446;;;;;;;;80;,;21.010603663618458, 105.83183271136966;canteen-ngo-4c-dang-van-ngu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
